Tipo,Producto,Cobertura,Pagos,Edad1,Edad2, SAF ,Crecimiento,SAD,PNU,PA
Vida Conjunta,Temporal,41,37,21,19,830698.00,NA,0,24436.23,1350.67
Vida Conjunta,Dotal Mixto,19,4,11,15,1775744.00,NA,1775744,678000.49,149407.30
Vida Conjunta,Temporal,31,26,21,22,107911.00,NA,0,2683.01,168.50
Individual,Dotal Mixto,39,22,19,5,1664686.25,Fijo,4195009.35,503813.61,32951.03
Individual,Temporal,43,26,16,5,2136089.00,NA,0,28857.81,1773.15
Individual,Ordinario de Vida,69,2,40,6,373844.00,NA,0,36798.74,5437.57
Individual,Dotal Mixto,20,2,41,9,576349.00,NA,576349,145236.17,16714.24
Vida Conjunta,Dotal Mixto,19,16,41,42,1071289.00,NA,1071289,382875.28,30774.77
Ultimo Superviviente,Dotal Mixto,27,15,25,21,1841408.00,NA,1841408,317664.82,21926.07
Ultimo Superviviente,Dotal Mixto,22,9,31,33,259629.00,NA,259629,76604.85,8231.57
Individual,Dotal Mixto,41,15,20,3,2354594.00,NA,2354594,296690.45,24267.54
Vida Conjunta,Temporal,37,6,28,29,1529608.00,NA,0,70183.26,13210.86
Ultimo Superviviente,Ordinario de Vida,59,0,48,47,3438711.90,Fijo,0,127005.89,20904.28
Vida Conjunta,Dotal Mixto,15,11,36,37,2901130.03,Variable,5744039.024,1870094.29,149163.62
Ultimo Superviviente,Dotal Mixto,25,4,28,23,2301843.00,NA,2301843,646974.53,142319.15
Individual,Dotal Mixto,20,2,18,3,919796.00,NA,919796,302456.62,66594.24
Individual,Dotal Mixto,23,10,37,7,1965890.00,NA,1965890,471886.06,40089.06
Vida Conjunta,Dotal Mixto,12,2,23,21,2608093.00,NA,2608093,950245.29,109427.15
Vida Conjunta,Dotal Mixto,24,7,34,40,1032539.00,NA,1032539,308646.83,41638.20
Ultimo Superviviente,Dotal Mixto,28,24,30,34,439266.00,NA,439266,72055.60,4289.05
Individual,Dotal Mixto,26,23,26,7,304105.05,Fijo,585683.8,118414.67,7388.99
Ultimo Superviviente,Temporal,22,6,27,30,1892720.17,Variable,0,34.02,2.99
Vida Conjunta,Dotal Mixto,9,0,26,27,1501968.00,Fijo,1916304,798673.90,107421.31
Ultimo Superviviente,Dotal Mixto,40,17,21,18,555030.60,Variable,3721342.071,413045.40,29886.02
Ultimo Superviviente,Dotal Mixto,26,0,20,21,719034.46,Variable,2434905.892,591257.08,206775.95
Vida Conjunta,Dotal Mixto,33,0,17,22,2295927.00,NA,2295927,446574.52,228844.00
Vida Conjunta,Dotal Mixto,36,17,25,21,4229103.92,Variable,23327802.22,2726118.10,186172.15
Vida Conjunta,Temporal,30,23,29,33,2482364.00,NA,0,92729.74,6031.20
Vida Conjunta,Dotal Mixto,8,1,40,47,726407.00,NA,726407,338223.10,45637.50
Individual,Dotal Mixto,39,39,21,5,3539478.75,Fijo,8919486.45,1073602.68,58472.13
Vida Conjunta,Dotal Mixto,30,29,26,34,142970.00,NA,142970,31148.92,1918.73
Ultimo Superviviente,Dotal Mixto,20,8,26,27,836248.13,Variable,2113157.372,513128.36,43347.66
Ultimo Superviviente,Dotal Mixto,23,20,19,14,1682459.00,NA,1682459,521558.37,38743.64
Vida Conjunta,Dotal Mixto,16,8,21,20,2550205.00,Variable,5301693.038,2428766.67,359160.52
Vida Conjunta,Dotal Mixto,45,14,17,21,2131876.69,Variable,18242789.19,1841595.24,162966.47
Individual,Dotal Mixto,7,6,53,9,4463839.90,Variable,5981972.39,2740410.48,254032.86
Vida Conjunta,Dotal Mixto,41,28,14,15,278159.00,NA,278159,40013.59,2546.79
Vida Conjunta,Dotal Mixto,15,5,37,44,1311403.00,NA,1311403,642275.59,141902.55
Ultimo Superviviente,Dotal Mixto,28,8,20,19,1473418.00,NA,1473418,280293.48,26968.29
Vida Conjunta,Dotal Mixto,30,10,21,18,116270.00,NA,116270,22472.86,2074.79
Vida Conjunta,Dotal Mixto,13,10,45,47,786978.60,Variable,1413300.502,532658.10,45800.40
Ultimo Superviviente,Dotal Mixto,29,28,19,19,1475136.07,Variable,5782723.89,1212828.14,74083.34
Individual,Dotal Mixto,28,20,26,2,2166264.00,NA,2166264,515496.52,37522.68
Ultimo Superviviente,Temporal,12,0,39,37,3630437.02,Variable,0,62.73,16.85
Ultimo Superviviente,Dotal Mixto,30,10,28,27,2244714.53,Variable,9239549.376,1309844.91,100103.48
Ultimo Superviviente,Temporal,33,0,25,33,612062.00,NA,0,19.28,6.74
Vida Conjunta,Temporal,46,28,18,16,2981425.00,NA,0,95980.00,6113.80
Ultimo Superviviente,Temporal,39,36,23,24,1456578.00,NA,0,37.63,2.06
Vida Conjunta,Dotal Mixto,35,12,25,24,2686442.00,NA,2686442,375737.38,28964.71
Vida Conjunta,Ordinario de Vida,56,0,49,50,2363012.80,Fijo,0,712891.88,157486.54
Ultimo Superviviente,Dotal Mixto,42,42,15,16,1744625.00,NA,1744625,224325.33,12264.18
Vida Conjunta,Dotal Mixto,10,1,44,52,647037.85,Fijo,847842.7,338634.52,42168.35
Vida Conjunta,Dotal Mixto,41,36,21,22,1689781.00,NA,1689781,202453.69,11273.65
Individual,Dotal Mixto,23,18,42,6,889776.00,NA,889776,226269.83,15800.04
Vida Conjunta,Dotal Mixto,23,5,31,41,391390.00,NA,391390,121902.44,20163.47
Ultimo Superviviente,Temporal,31,20,28,29,1708182.00,NA,0,44.12,3.05
Ultimo Superviviente,Dotal Mixto,20,18,33,30,2669694.00,NA,2669694,648098.84,42156.06
Vida Conjunta,Dotal Mixto,32,5,25,31,884498.27,Variable,4013888.059,764062.86,126206.74
Individual,Dotal Mixto,19,0,31,3,2454430.00,NA,2454430,850365.52,297576.67
Individual,Temporal,29,14,25,3,2724516.00,NA,0,37825.69,3208.91
Vida Conjunta,Temporal,36,18,25,26,2446995.00,NA,0,76375.91,5026.70
Vida Conjunta,Dotal Mixto,27,15,35,38,325053.00,NA,325053,65705.11,4710.10
Vida Conjunta,Temporal,37,16,21,28,1198486.00,NA,0,43333.86,3563.46
Vida Conjunta,Temporal,19,0,32,33,1226702.63,Variable,0,40276.59,5419.74
Vida Conjunta,Temporal,30,11,22,24,1530753.00,NA,0,38877.72,3440.86
Vida Conjunta,Dotal Mixto,39,2,20,20,990894.19,Variable,6327332.338,670676.19,90180.18
Individual,Dotal Mixto,24,0,29,8,1904435.00,NA,1904435,412065.19,110758.98
Ultimo Superviviente,Dotal Mixto,48,10,12,20,2121825.00,NA,2121825,193321.67,22165.68
Individual,Dotal Mixto,47,22,15,0,1099919.00,Variable,10376919.83,1047541.91,76144.28
Vida Conjunta,Dotal Mixto,44,19,20,22,2867349.04,Variable,23367939.64,2139660.00,149217.00
Vida Conjunta,Dotal Mixto,26,19,27,24,1841645.30,Fijo,3934424.05,1019196.16,76563.27
Individual,Dotal Mixto,22,0,36,6,3566538.58,Variable,9936243.057,2534672.38,887020.56
Ultimo Superviviente,Dotal Mixto,33,1,24,32,2619292.00,NA,2619292,473575.84,165620.20
Vida Conjunta,Temporal,27,23,21,18,1427124.67,Variable,0,52547.01,3457.41
Vida Conjunta,Temporal,13,0,23,24,3196878.69,Variable,0,53151.41,27236.79
Individual,Dotal Mixto,30,15,28,2,2275666.00,NA,2275666,495760.45,42082.63
Individual,Temporal,34,15,26,4,2735259.00,NA,0,46239.56,3661.37
Individual,Dotal Mixto,28,8,32,6,2862545.00,NA,2862545,570216.62,55076.30
Vida Conjunta,Dotal Mixto,44,14,19,17,649481.00,NA,649481,77606.05,6602.55
Vida Conjunta,Dotal Mixto,33,10,25,23,989350.00,NA,989350,212862.00,26385.81
Vida Conjunta,Dotal Mixto,44,0,15,18,672456.00,NA,672456,79734.66,27910.27
Vida Conjunta,Temporal,15,11,17,22,2593498.00,NA,0,35655.96,3292.39
Vida Conjunta,Temporal,45,29,17,21,2639779.00,NA,0,87820.97,5367.54
Individual,Dotal Mixto,20,0,40,3,2918094.00,NA,2918094,972854.45,972854.45
Vida Conjunta,Ordinario de Vida,66,10,37,45,1260408.00,NA,0,231838.32,28902.33
Vida Conjunta,Dotal Mixto,35,35,21,20,538320.98,Variable,2827987.44,465021.90,26977.69
Individual,Temporal,27,23,35,7,175788.00,NA,0,3575.56,223.81
Ultimo Superviviente,Dotal Mixto,44,8,21,25,2599153.00,NA,2599153,301681.44,44454.24
Ultimo Superviviente,Dotal Mixto,36,30,25,29,751164.00,NA,751164,91809.84,5233.20
Vida Conjunta,Temporal,36,18,22,26,2714515.00,NA,0,85972.62,6136.00
Vida Conjunta,Dotal Mixto,39,29,21,20,2109624.00,NA,2109624,321704.31,19937.77
Vida Conjunta,Dotal Mixto,39,0,20,18,1904196.00,NA,1904196,264696.43,264696.43
Ultimo Superviviente,Dotal Mixto,29,25,23,26,3044876.10,Variable,11936307.52,2759059.53,182808.63
Ultimo Superviviente,Temporal,29,28,23,18,1785098.00,NA,0,17.67,1.08
Individual,Dotal Mixto,44,20,18,2,2050612.00,NA,2050612,236665.42,17204.74
Vida Conjunta,Dotal Mixto,12,6,28,25,2775201.00,NA,2775201,1223836.61,141052.34
Vida Conjunta,Dotal Mixto,10,0,34,31,1661803.00,NA,1661803,769555.41,394396.59
Individual,Temporal,17,3,45,5,1698489.00,NA,0,41730.98,6172.17
Vida Conjunta,Dotal Mixto,30,10,33,34,3016391.72,Variable,12415877.34,1851802.86,147453.09
Vida Conjunta,Dotal Mixto,44,23,18,17,1351897.00,NA,1351897,148144.23,9576.48
Individual,Dotal Mixto,45,9,16,4,2430944.00,NA,2430944,244365.69,24838.79
Individual,Dotal Mixto,7,6,53,9,997412.51,Variable,1336628.163,612324.76,56761.79
Ultimo Superviviente,Temporal,15,1,47,55,2252715.00,NA,0,230.04,28.37
Vida Conjunta,Temporal,39,0,20,27,1579501.81,Variable,0,148490.64,148490.64
Ultimo Superviviente,Dotal Mixto,30,14,28,33,2657420.00,NA,2657420,457659.42,34976.76
Vida Conjunta,Dotal Mixto,42,41,19,17,108593.00,NA,108593,13395.07,731.59
Individual,Temporal,42,16,21,2,3151077.30,Variable,0,176316.15,14424.53
Individual,Dotal Mixto,33,0,24,8,217450.41,Variable,1036138.499,140170.48,71811.52
Vida Conjunta,Dotal Mixto,35,12,30,33,3816113.83,Variable,20047373.84,2342762.86,175925.49
Vida Conjunta,Temporal,28,7,24,26,2320908.30,Variable,0,115731.01,13337.50
Individual,Dotal Mixto,43,9,22,5,2703997.00,NA,2703997,288245.50,27817.08
Vida Conjunta,Temporal,28,10,19,27,1358456.00,NA,0,34014.91,3469.72
Ultimo Superviviente,Temporal,45,37,13,10,147452.00,NA,0,1.90,0.11
Ultimo Superviviente,Temporal,17,12,44,47,2388189.00,Variable,0,248.73,21.86
Vida Conjunta,Dotal Mixto,34,33,23,23,736347.00,NA,736347,138558.26,8207.87
Individual,Dotal Mixto,19,12,41,6,2370393.33,Variable,5704634.183,1684594.29,138303.25
Ultimo Superviviente,Dotal Mixto,25,0,33,37,940692.00,NA,940692,196992.71,196992.71
Ultimo Superviviente,Dotal Mixto,17,10,34,33,2196747.00,NA,2196747,958089.75,118170.87
Vida Conjunta,Dotal Mixto,39,9,21,24,1410745.00,NA,1410745,161248.65,13233.90
Vida Conjunta,Dotal Mixto,39,2,15,23,2686595.00,NA,2686595,408238.61,109804.11
Vida Conjunta,Dotal Mixto,33,23,26,27,1916057.00,NA,1916057,348067.55,22965.12
Vida Conjunta,Temporal,26,18,18,25,2881444.00,NA,0,63905.25,5082.89
Vida Conjunta,Dotal Mixto,13,0,44,42,1130433.66,Variable,2030096.447,728687.62,137290.83
Individual,Temporal,14,1,47,3,2864847.52,Variable,0,90327.96,24306.94
Individual,Dotal Mixto,45,0,18,5,241649.00,NA,241649,23378.88,6283.38
Vida Conjunta,Temporal,12,6,49,50,492609.00,NA,0,23478.19,2417.63
Vida Conjunta,Dotal Mixto,25,15,30,32,349610.00,NA,349610,98411.33,8404.11
Individual,Temporal,41,17,20,8,1219958.00,NA,0,17575.76,1193.54
Ultimo Superviviente,Dotal Mixto,44,3,15,16,1586490.00,NA,1586490,167710.30,36892.29
Vida Conjunta,Temporal,22,4,37,33,131194.00,NA,0,4181.34,405.35
Ultimo Superviviente,Dotal Mixto,46,39,17,15,434711.55,Fijo,1366236.3,137409.96,7627.80
Individual,Dotal Mixto,38,34,25,6,1305919.00,NA,1305919,165545.86,9280.61
Vida Conjunta,Temporal,38,30,25,26,724853.00,NA,0,28349.98,1763.41
Vida Conjunta,Temporal,31,0,31,35,2735491.00,NA,0,126509.27,126509.27
Vida Conjunta,Ordinario de Vida,63,4,38,46,1795675.00,NA,0,305278.34,50558.55
Vida Conjunta,Dotal Mixto,23,9,33,33,1849048.00,NA,1849048,434027.50,37008.15
Individual,Dotal Mixto,30,15,33,8,680680.00,NA,680680,113529.36,8068.70
Vida Conjunta,Temporal,34,27,20,16,1465765.00,NA,0,35956.23,2327.55
Individual,Temporal,25,10,36,0,648839.00,Fijo,0,23580.29,2919.94
Vida Conjunta,Dotal Mixto,18,0,31,35,1368520.80,Fijo,2337889.7,806174.18,413184.25
Vida Conjunta,Dotal Mixto,36,36,23,26,3294921.23,Variable,18174836.12,2230132.38,123566.18
Ultimo Superviviente,Dotal Mixto,43,18,20,24,1623574.00,NA,1623574,155246.39,10961.87
Individual,Dotal Mixto,10,0,40,9,1069759.00,NA,1069759,427682.81,427682.81
Vida Conjunta,Dotal Mixto,32,20,23,29,119795.00,NA,119795,18992.40,1229.99
Vida Conjunta,Dotal Mixto,22,8,28,23,493955.11,Variable,1376140.471,406378.10,46844.61
Vida Conjunta,Dotal Mixto,8,5,50,52,2178964.00,NA,2178964,1071029.89,116876.55
Vida Conjunta,Ordinario de Vida,56,1,48,55,2697457.00,NA,0,610574.73,115467.94
Ultimo Superviviente,Dotal Mixto,21,10,17,25,2623231.00,NA,2623231,941376.25,116108.13
Vida Conjunta,Dotal Mixto,44,15,15,15,1804356.00,NA,1804356,221507.36,18840.26
Individual,Dotal Mixto,31,10,30,7,869620.42,Variable,3758449.363,588593.33,49939.41
Vida Conjunta,Dotal Mixto,35,11,26,31,2750783.00,NA,2750783,428679.28,36527.78
Individual,Dotal Mixto,23,13,36,6,2785707.00,NA,2785707,699507.80,55481.12
Individual,Dotal Mixto,47,37,13,2,1247145.80,Variable,11765895.42,1077331.43,60749.18
Ultimo Superviviente,Dotal Mixto,24,20,32,34,274131.00,NA,274131,63337.93,4196.75
Individual,Dotal Mixto,31,22,22,10,2246224.00,NA,2246224,319605.32,19383.57
Individual,Dotal Mixto,33,0,25,7,2106902.12,Variable,10039265.27,1426034.29,235050.10
Individual,Dotal Mixto,32,10,21,3,2172026.00,NA,2172026,408352.74,41519.96
Vida Conjunta,Dotal Mixto,43,30,19,16,776973.00,NA,776973,100265.06,6126.71
Individual,Dotal Mixto,32,23,28,2,1334096.00,NA,1334096,265750.83,18093.37
Vida Conjunta,Ordinario de Vida,91,2,20,15,2013161.69,Variable,0,1739044.76,467730.08
Vida Conjunta,Dotal Mixto,48,4,12,18,2095154.00,NA,2095154,242007.64,65089.36
Ultimo Superviviente,Dotal Mixto,35,10,27,30,1904327.00,NA,1904327,282916.78,27220.94
Vida Conjunta,Dotal Mixto,38,3,22,30,3649924.69,Variable,22196677.35,2593933.33,348977.97
Individual,Ordinario de Vida,75,0,31,4,2961745.00,NA,0,217788.71,76211.47
Vida Conjunta,Temporal,40,13,23,22,2686876.10,Fijo,0,163230.04,14450.48
Individual,Dotal Mixto,26,5,31,0,1889423.00,NA,1889423,544757.87,120000.06
Individual,Dotal Mixto,16,11,28,1,521255.00,NA,521255,228893.10,24678.65
Individual,Dotal Mixto,21,0,40,5,461253.26,Variable,1223842.221,344194.29,120469.50
Vida Conjunta,Temporal,36,19,28,29,1969181.00,NA,0,71135.95,4609.12
Ultimo Superviviente,Dotal Mixto,21,0,21,23,2001170.00,NA,2001170,510304.69,261375.60
Individual,Dotal Mixto,26,6,34,10,1818961.00,NA,1818961,330213.42,29140.62
Individual,Ordinario de Vida,63,4,45,4,1566545.00,NA,0,206899.87,30607.62
Ultimo Superviviente,Dotal Mixto,33,0,30,28,1471809.62,Variable,7013086.696,1042549.99,533989.10
Individual,Dotal Mixto,35,24,17,2,1885811.00,NA,1885811,322575.45,21488.86
Individual,Dotal Mixto,40,10,20,4,164162.63,Variable,1100669.567,128625.71,12412.23
Vida Conjunta,Dotal Mixto,34,0,20,19,1577304.00,NA,1577304,293895.16,150604.16
Vida Conjunta,Dotal Mixto,9,8,48,50,2249143.57,Variable,3323009.413,1380779.05,118851.27
Vida Conjunta,Dotal Mixto,38,32,27,26,469935.00,NA,469935,73569.94,4366.74
Individual,Temporal,13,1,42,2,1621124.00,NA,0,25291.32,8853.94
Individual,Dotal Mixto,44,1,15,4,2226551.00,NA,2226551,232843.26,51264.54
Individual,Dotal Mixto,16,6,38,3,2906236.00,NA,2906236,1164410.13,156543.59
Individual,Dotal Mixto,26,13,26,9,3004837.43,Variable,10175446.08,1844709.52,134119.70
Individual,Dotal Mixto,31,14,15,3,1958862.00,NA,1958862,383476.88,32503.46
Individual,Temporal,40,23,20,4,2917135.00,NA,0,44114.84,2886.08
Vida Conjunta,Dotal Mixto,16,4,30,30,1114403.91,Variable,2316765.698,916822.86,151450.64
Vida Conjunta,Dotal Mixto,9,0,34,34,740862.00,NA,740862,343137.79,64580.12
Individual,Dotal Mixto,32,13,25,4,1958133.00,NA,1958133,353417.68,29978.18
Vida Conjunta,Dotal Mixto,20,1,27,30,2479070.00,NA,2479070,910469.53,466623.40
Vida Conjunta,Dotal Mixto,25,0,38,39,2256100.00,NA,2256100,621493.44,318586.57
Vida Conjunta,Dotal Mixto,12,5,36,39,2929843.39,Variable,5011026.469,1983033.33,214740.22
Vida Conjunta,Dotal Mixto,35,13,22,26,562494.00,Fijo,1359360.5,211705.70,18028.07
Individual,Temporal,47,17,16,0,1888827.00,NA,0,30985.67,2627.04
Individual,Dotal Mixto,9,7,47,6,3356919.48,Variable,4959698.958,2385700.00,243605.30
Vida Conjunta,Temporal,30,19,35,35,3353385.14,Variable,0,332863.36,23368.35
Vida Conjunta,Dotal Mixto,32,28,19,24,2331330.13,Variable,10579668.22,1502796.19,87789.50
Ultimo Superviviente,Temporal,36,19,21,28,566044.00,NA,0,12.05,0.78
Vida Conjunta,Dotal Mixto,16,16,23,26,438682.80,Fijo,712859.55,269906.26,20827.16
Vida Conjunta,Dotal Mixto,25,19,36,32,1910959.50,Fijo,3439727.1,645559.61,41285.11
Vida Conjunta,Temporal,31,20,16,20,2905917.00,NA,0,65911.35,5082.80
Individual,Dotal Mixto,37,23,25,8,1294244.00,NA,1294244,156291.49,9612.82
Ultimo Superviviente,Dotal Mixto,30,4,31,30,1116636.00,NA,1116636,166099.83,16840.52
Vida Conjunta,Dotal Mixto,23,5,41,38,1633260.00,NA,1633260,375052.50,36420.60
Vida Conjunta,Temporal,35,17,22,25,458718.00,NA,0,13747.29,1004.77
Vida Conjunta,Dotal Mixto,38,10,19,27,1407070.00,NA,1407070,207592.29,20102.02
Individual,Temporal,26,13,16,1,1577712.00,NA,0,14329.54,1382.70
Vida Conjunta,Dotal Mixto,13,4,34,33,2009238.00,NA,2009238,670851.27,65009.09
Vida Conjunta,Dotal Mixto,35,4,20,18,470254.00,NA,470254,87737.76,19337.50
Vida Conjunta,Temporal,47,25,11,19,120483.00,NA,0,3742.65,250.67
Individual,Ordinario de Vida,81,0,28,7,159995.25,Fijo,0,23466.91,23466.91
Vida Conjunta,Dotal Mixto,29,6,18,26,2584566.00,NA,2584566,479534.95,48883.66
Ultimo Superviviente,Temporal,38,26,14,15,2240042.00,NA,0,23.72,1.54
Vida Conjunta,Temporal,23,23,19,23,370537.00,NA,0,7117.03,508.30
Ultimo Superviviente,Dotal Mixto,16,2,31,38,2575603.34,Variable,5354494.353,2118036.77,465918.74
Individual,Dotal Mixto,32,1,29,7,1224181.00,NA,1224181,193936.71,28630.03
Vida Conjunta,Temporal,21,6,40,40,2974543.00,NA,0,131456.58,17744.05
Individual,Temporal,45,16,14,2,2675147.90,Variable,0,121015.80,9894.65
Vida Conjunta,Dotal Mixto,20,2,34,31,315629.29,Variable,797579.5022,247303.81,46551.33
Ultimo Superviviente,Dotal Mixto,18,18,40,37,1691593.31,Variable,3877162.846,1324078.31,95816.13
Individual,Temporal,32,9,29,1,964421.00,NA,0,18872.18,2334.30
Vida Conjunta,Temporal,19,0,40,48,3307532.22,Variable,0,238961.63,238961.63
Vida Conjunta,Temporal,9,6,43,43,3185024.20,Variable,0,86189.90,8001.23
Individual,Dotal Mixto,17,2,18,5,1578560.00,NA,1578560,544228.77,89693.69
Vida Conjunta,Dotal Mixto,38,13,18,27,2770186.00,NA,2770186,358843.32,27661.35
Vida Conjunta,Dotal Mixto,17,0,32,35,2998300.00,NA,2998300,1211393.60,620904.37
Vida Conjunta,Dotal Mixto,19,0,37,39,2917313.00,NA,2917313,861483.45,162209.61
Ultimo Superviviente,Dotal Mixto,43,42,16,20,1823879.00,NA,1823879,192703.21,10327.76
Vida Conjunta,Temporal,16,14,38,39,2031107.00,NA,0,61263.68,4394.49
Individual,Dotal Mixto,24,14,19,7,2140581.00,NA,2140581,481865.60,35942.95
Individual,Temporal,43,2,16,6,3459486.38,Variable,0,130851.48,19310.17
Individual,Dotal Mixto,11,2,51,7,2369485.00,NA,2369485,1002452.64,135046.86
Ultimo Superviviente,Dotal Mixto,39,16,22,27,2145200.00,NA,2145200,303496.91,25638.82
Individual,Dotal Mixto,29,17,31,9,2843583.07,Variable,11147212.84,1745713.33,116441.24
Individual,Dotal Mixto,40,22,22,6,2548447.00,NA,2548447,294121.60,18916.83
Individual,Temporal,44,41,21,6,792299.00,NA,0,13434.09,719.04
Ultimo Superviviente,Dotal Mixto,40,24,20,21,1461968.00,NA,1461968,187828.52,12444.73
Ultimo Superviviente,Dotal Mixto,13,6,31,31,3166030.83,Variable,5685736.496,2362039.39,270825.84
Vida Conjunta,Temporal,24,10,22,23,395756.00,NA,0,8039.54,619.32
Vida Conjunta,Dotal Mixto,20,19,23,32,849651.00,NA,849651,311961.51,24133.24
Individual,Dotal Mixto,28,18,18,6,2917072.00,NA,2917072,571060.98,39601.93
Vida Conjunta,Dotal Mixto,32,31,23,25,3482919.56,Variable,15805626.5,2138210.48,120746.10
Vida Conjunta,Dotal Mixto,39,9,22,25,179101.80,Fijo,431171,49015.93,4337.13
Individual,Temporal,14,14,19,3,791183.00,NA,0,5009.47,424.71
Individual,Dotal Mixto,39,14,24,9,1426788.00,NA,1426788,150966.20,10710.95
Ultimo Superviviente,Temporal,18,2,41,44,781646.00,NA,0,39.46,13.80
Ultimo Superviviente,Temporal,15,0,43,52,3123354.94,Variable,0,353.86,181.25
Individual,Dotal Mixto,30,30,26,7,1230870.00,NA,1230870,211716.18,12176.07
Ultimo Superviviente,Dotal Mixto,38,1,23,29,2724301.00,Fijo,7764257.85,1210813.98,1210813.98
Vida Conjunta,Dotal Mixto,15,9,26,29,1749115.00,NA,1749115,639560.63,59112.61
Vida Conjunta,Dotal Mixto,41,5,17,24,335452.95,Variable,2361584.981,304265.71,57234.53
Vida Conjunta,Dotal Mixto,21,19,38,44,849360.00,NA,849360,232910.65,15798.30
Ultimo Superviviente,Dotal Mixto,34,19,16,19,1316784.36,Variable,6588120.412,981549.73,67748.98
Individual,Dotal Mixto,46,29,15,0,1830906.00,NA,1830906,210682.71,13333.74
Ultimo Superviviente,Dotal Mixto,35,32,19,21,1537200.32,Variable,8075448.153,1326009.18,77998.04
Individual,Temporal,27,23,24,7,3992073.35,Variable,0,81736.38,5098.09
Individual,Dotal Mixto,29,4,28,5,1518847.00,NA,1518847,300890.27,40403.69
Vida Conjunta,Dotal Mixto,30,22,29,35,1669235.85,Fijo,3462118.8,595600.23,38122.17
Vida Conjunta,Dotal Mixto,17,3,21,20,1268399.00,NA,1268399,441373.14,65246.91
Individual,Dotal Mixto,11,0,34,9,1492425.00,NA,1492425,567673.71,106667.73
Vida Conjunta,Dotal Mixto,9,0,53,56,118561.00,NA,118561,58725.21,30128.30
Vida Conjunta,Dotal Mixto,17,15,32,34,598958.00,NA,598958,200698.80,15100.01
Vida Conjunta,Dotal Mixto,42,29,19,20,2030158.00,NA,2030158,252289.17,15230.07
Ultimo Superviviente,Dotal Mixto,30,12,22,27,1955478.77,Variable,8049015.752,1258759.90,96199.23
Vida Conjunta,Dotal Mixto,37,7,21,21,2676705.00,NA,2676705,483481.98,79821.76
Vida Conjunta,Dotal Mixto,40,2,16,19,3301520.40,Fijo,8666491.05,1067358.68,200723.16
Individual,Dotal Mixto,38,21,20,7,1030324.00,NA,1030324,123131.80,7915.93
Individual,Temporal,33,19,18,7,788978.00,NA,0,8895.59,592.32
Ultimo Superviviente,Dotal Mixto,35,7,27,28,2754711.45,Variable,14471457.82,1857636.59,178732.33
Ultimo Superviviente,Dotal Mixto,32,28,28,29,1331824.00,NA,1331824,252910.71,15671.45
Ultimo Superviviente,Dotal Mixto,13,2,23,22,130539.00,NA,130539,49192.25,6591.33
Ultimo Superviviente,Dotal Mixto,25,15,21,25,1693869.31,Variable,5462897.828,1392792.61,113477.68
Vida Conjunta,Dotal Mixto,32,28,27,32,946699.00,NA,946699,139740.75,8043.23
Individual,Temporal,26,22,16,1,2316357.00,NA,0,21038.27,1492.65
Vida Conjunta,Dotal Mixto,27,7,34,37,1867529.00,NA,1867529,410260.01,41935.74
Individual,Dotal Mixto,18,13,23,5,2608907.00,NA,2608907,858553.47,70231.44
Individual,Temporal,36,21,18,5,2952533.18,Variable,0,84235.03,5610.05
Ultimo Superviviente,Dotal Mixto,29,21,13,20,1280731.00,NA,1280731,296191.17,21431.05
Vida Conjunta,Dotal Mixto,46,5,16,14,2586070.00,NA,2586070,294711.29,48635.50
Ultimo Superviviente,Dotal Mixto,29,2,29,28,1394133.00,NA,1394133,338207.34,173228.19
Ultimo Superviviente,Temporal,49,7,13,19,170764.00,NA,0,5.12,0.75
Vida Conjunta,Dotal Mixto,18,12,22,17,2793739.20,Variable,6403301.422,2534003.81,258411.51
Vida Conjunta,Dotal Mixto,31,5,32,30,2862046.00,NA,2862046,503251.19,54408.96
Vida Conjunta,Temporal,21,8,17,20,785022.00,Fijo,0,18216.35,2450.11
Vida Conjunta,Dotal Mixto,30,22,32,33,2040802.00,NA,2040802,392613.40,25542.44
Individual,Dotal Mixto,32,8,18,4,783170.00,NA,783170,140059.81,15086.39
Individual,Dotal Mixto,30,25,33,4,1735325.00,NA,1735325,348117.88,22123.82
Ultimo Superviviente,Dotal Mixto,12,11,25,29,2314483.00,NA,2314483,872159.45,68732.43
Vida Conjunta,Temporal,8,0,28,30,2044559.06,Variable,0,27664.19,4090.76
Vida Conjunta,Dotal Mixto,33,21,23,27,1353543.82,Variable,6449557.075,1010035.24,67770.71
Vida Conjunta,Temporal,26,24,28,28,1642166.00,NA,0,43939.15,2690.50
Vida Conjunta,Temporal,40,39,25,20,1871759.00,NA,0,56034.01,2997.20
Individual,Dotal Mixto,45,22,16,2,2144835.47,Variable,18353679.46,1852789.52,128513.19
Vida Conjunta,Dotal Mixto,22,0,17,19,912289.00,NA,912289,263561.48,263561.48
Vida Conjunta,Dotal Mixto,20,2,23,23,166902.00,NA,166902,58241.78,15666.88
Vida Conjunta,Temporal,37,32,19,20,2927024.00,NA,0,77661.12,4495.59
Vida Conjunta,Dotal Mixto,30,16,30,36,1095295.00,NA,1095295,193950.53,13574.44
Vida Conjunta,Ordinario de Vida,64,2,43,45,2100268.00,NA,0,332236.54,49286.72
Individual,Dotal Mixto,7,0,55,9,2310742.00,NA,2310742,1074406.09,177628.85
Individual,Temporal,29,21,16,2,2417644.00,NA,0,23969.00,1700.40
